symbol,name,name_kr,sector,source,note
025750.KS,한솔홈데코,한솔홈데코,Construction,전체종목마스터,코스피 후보군
025820.KS,이구산업,이구산업,Machinery/Equipment,전체종목마스터,코스피 후보군
025860.KS,남해화학,남해화학,Oil/Chemical,전체종목마스터,코스피 후보군
026940.KS,부국철강,부국철강,Steel/Metal,전체종목마스터,코스피 후보군
026960.KS,동서,동서,Food/Beverage,전체종목마스터,코스피 후보군
027410.KS,BGF,BGF,Retail,전체종목마스터,코스피 후보군
027740.KS,마니커,마니커,AI/Software,전체종목마스터,코스피 후보군
027970.KS,한국제지,한국제지,Paper/Wood,전체종목마스터,코스피 후보군
028050.KS,삼성E&A,삼성E&A,Construction,전체종목마스터,코스피 후보군
028100.KS,동아지질,동아지질,Construction,전체종목마스터,코스피 후보군
028260.KS,삼성물산,삼성물산,Construction,전체종목마스터,코스피 후보군
028670.KS,팬오션,팬오션,Shipbuilding,전체종목마스터,코스피 후보군
029460.KS,케이씨,케이씨,Display,전체종목마스터,코스피 후보군
030000.KS,제일기획,제일기획,Entertainment/Media,전체종목마스터,코스피 후보군
030200.KS,KT,KT,Telecom,전체종목마스터,코스피 후보군
030210.KS,다올투자증권,다올투자증권,Securities,전체종목마스터,코스피 후보군
030610.KS,교보증권,교보증권,Securities,전체종목마스터,코스피 후보군
030720.KS,동원수산,동원수산,AI/Software,전체종목마스터,코스피 후보군
031210.KS,서울보증보험,서울보증보험,Insurance,전체종목마스터,코스피 후보군
031430.KS,신세계인터내셔날,신세계인터내셔날,Retail,전체종목마스터,코스피 후보군
031440.KS,신세계푸드,신세계푸드,Retail,전체종목마스터,코스피 후보군
031820.KS,아이티센씨티에스,아이티센씨티에스,Machinery/Equipment,전체종목마스터,코스피 후보군
032350.KS,롯데관광개발,롯데관광개발,Leisure/Travel,전체종목마스터,코스피 후보군
032560.KS,황금에스티,황금에스티,Materials/Parts,전체종목마스터,코스피 후보군
032640.KS,LG유플러스,LG유플러스,Telecom,전체종목마스터,코스피 후보군
032830.KS,삼성생명,삼성생명,Insurance,전체종목마스터,코스피 후보군
033240.KS,자화전자,자화전자,Materials/Parts,전체종목마스터,코스피 후보군
033250.KS,체시스,체시스,AI/Software,전체종목마스터,코스피 후보군
033270.KS,유나이티드제약,유나이티드제약,Bio/Healthcare,전체종목마스터,코스피 후보군
033530.KS,SJG세종,SJG세종,Oil/Chemical,전체종목마스터,코스피 후보군
033780.KS,KT&G,KT&G,Telecom,전체종목마스터,코스피 후보군
034020.KS,두산에너빌리티,두산에너빌리티,Nuclear,전체종목마스터,코스피 후보군
034120.KS,SBS,SBS,Entertainment/Media,전체종목마스터,코스피 후보군
034220.KS,LG디스플레이,LG디스플레이,Display,전체종목마스터,코스피 후보군
034230.KS,파라다이스,파라다이스,Leisure/Travel,전체종목마스터,코스피 후보군
035000.KS,HS애드,HS애드,Entertainment/Media,전체종목마스터,코스피 후보군
035250.KS,강원랜드,강원랜드,Leisure/Travel,전체종목마스터,코스피 후보군
035420.KS,NAVER,NAVER,AI/Software,전체종목마스터,코스피 후보군
035510.KS,신세계 I&C,신세계 I&C,Retail,전체종목마스터,코스피 후보군
035720.KS,카카오,카카오,AI/Software,전체종목마스터,코스피 후보군
036420.KS,콘텐트리중앙,콘텐트리중앙,Entertainment/Media,전체종목마스터,코스피 후보군
036530.KS,SNT홀딩스,SNT홀딩스,Holding,전체종목마스터,코스피 후보군
036580.KS,팜스코,팜스코,Food/Beverage,전체종목마스터,코스피 후보군
037270.KS,YG PLUS,YG PLUS,Entertainment/Media,전체종목마스터,코스피 후보군
037560.KS,LG헬로비전,LG헬로비전,Entertainment/Media,전체종목마스터,코스피 후보군
037710.KS,광주신세계,광주신세계,Retail,전체종목마스터,코스피 후보군
039130.KS,하나투어,하나투어,Leisure/Travel,전체종목마스터,코스피 후보군
039490.KS,키움증권,키움증권,Securities,전체종목마스터,코스피 후보군
042660.KS,한화오션,한화오션,Shipbuilding,전체종목마스터,코스피 후보군
042700.KS,한미반도체,한미반도체,Semiconductor,전체종목마스터,코스피 후보군
044380.KS,주연테크,주연테크,Machinery/Equipment,전체종목마스터,코스피 후보군
044450.KS,KSS해운,KSS해운,Shipping/Logistics,전체종목마스터,코스피 후보군
044820.KS,코스맥스비티아이,코스맥스비티아이,Cosmetics,전체종목마스터,코스피 후보군
047040.KS,대우건설,대우건설,Construction,전체종목마스터,코스피 후보군
047050.KS,포스코인터내셔널,포스코인터내셔널,Steel/Metal,전체종목마스터,코스피 후보군
047810.KS,한국항공우주,한국항공우주,Defense/Aerospace,전체종목마스터,코스피 후보군
049800.KS,우진플라임,우진플라임,Nuclear,전체종목마스터,코스피 후보군
051600.KS,한전KPS,한전KPS,Power/Utility,전체종목마스터,코스피 후보군
051630.KS,진양화학,진양화학,Oil/Chemical,전체종목마스터,코스피 후보군
051900.KS,LG생활건강,LG생활건강,Cosmetics,전체종목마스터,코스피 후보군
051910.KS,LG화학,LG화학,Oil/Chemical,전체종목마스터,코스피 후보군
052690.KS,한전기술,한전기술,Power/Utility,전체종목마스터,코스피 후보군
053210.KS,스카이라이프,스카이라이프,Entertainment/Media,전체종목마스터,코스피 후보군
053690.KS,한미글로벌,한미글로벌,Construction,전체종목마스터,코스피 후보군
055490.KS,테이팩스,테이팩스,Materials/Parts,전체종목마스터,코스피 후보군
055550.KS,신한지주,신한지주,Bank/Finance,전체종목마스터,코스피 후보군
057050.KS,현대홈쇼핑,현대홈쇼핑,Retail,전체종목마스터,코스피 후보군
058430.KS,포스코스틸리온,포스코스틸리온,Steel/Metal,전체종목마스터,코스피 후보군
058650.KS,세아홀딩스,세아홀딩스,Holding,전체종목마스터,코스피 후보군
058730.KS,다스코,다스코,Machinery/Equipment,전체종목마스터,코스피 후보군
058850.KS,KTcs,KTcs,Telecom,전체종목마스터,코스피 후보군
058860.KS,KTis,KTis,Telecom,전체종목마스터,코스피 후보군
060980.KS,HL홀딩스,HL홀딩스,Holding,전체종목마스터,코스피 후보군
062040.KS,산일전기,산일전기,Power/Utility,전체종목마스터,코스피 후보군
063160.KS,종근당바이오,종근당바이오,Bio/Healthcare,전체종목마스터,코스피 후보군
064350.KS,현대로템,현대로템,Defense/Aerospace,전체종목마스터,코스피 후보군
064960.KS,SNT모티브,SNT모티브,Oil/Chemical,전체종목마스터,코스피 후보군
066570.KS,LG전자,LG전자,Materials/Parts,전체종목마스터,코스피 후보군
066970.KS,엘앤에프,엘앤에프,Battery/EV,전체종목마스터,코스피 후보군
067830.KS,세이브존I&C,세이브존I&C,Retail,전체종목마스터,코스피 후보군
068270.KS,셀트리온,셀트리온,Bio/Healthcare,전체종목마스터,코스피 후보군
068290.KS,삼성출판사,삼성출판사,Education,전체종목마스터,코스피 후보군
069260.KS,TKG휴켐스,TKG휴켐스,Food/Beverage,전체종목마스터,코스피 후보군
069620.KS,대웅제약,대웅제약,Bio/Healthcare,전체종목마스터,코스피 후보군
069640.KS,한세엠케이,한세엠케이,Textile/Apparel,전체종목마스터,코스피 후보군
069960.KS,현대백화점,현대백화점,Retail,전체종목마스터,코스피 후보군
070960.KS,모나용평,모나용평,Textile/Apparel,전체종목마스터,코스피 후보군
071050.KS,한국금융지주,한국금융지주,Bank/Finance,전체종목마스터,코스피 후보군
071840.KS,롯데하이마트,롯데하이마트,Retail,전체종목마스터,코스피 후보군
071970.KS,HD현대마린엔진,HD현대마린엔진,Shipbuilding,전체종목마스터,코스피 후보군
072710.KS,농심홀딩스,농심홀딩스,Food/Beverage,전체종목마스터,코스피 후보군
073240.KS,금호타이어,금호타이어,Auto,전체종목마스터,코스피 후보군
074610.KS,이엔플러스,이엔플러스,Machinery/Equipment,전체종목마스터,코스피 후보군
075580.KS,세진중공업,세진중공업,Shipbuilding,전체종목마스터,코스피 후보군
077500.KS,유니퀘스트,유니퀘스트,Semiconductor,전체종목마스터,코스피 후보군
077970.KS,STX엔진,STX엔진,Shipbuilding,전체종목마스터,코스피 후보군
078000.KS,텔코웨어,텔코웨어,Telecom,전체종목마스터,코스피 후보군
078520.KS,에이블씨엔씨,에이블씨엔씨,Game,전체종목마스터,코스피 후보군
078930.KS,GS,GS,Oil/Chemical,전체종목마스터,코스피 후보군
079430.KS,현대리바트,현대리바트,Construction,전체종목마스터,코스피 후보군
079550.KS,LIG디펜스앤에어로스페이스,LIG디펜스앤에어로스페이스,Defense/Aerospace,전체종목마스터,코스피 후보군
079900.KS,전진건설로봇,전진건설로봇,Construction,전체종목마스터,코스피 후보군
081000.KS,일진다이아,일진다이아,Oil/Chemical,전체종목마스터,코스피 후보군
081660.KS,미스토홀딩스,미스토홀딩스,Holding,전체종목마스터,코스피 후보군
082640.KS,동양생명,동양생명,Insurance,전체종목마스터,코스피 후보군
082740.KS,한화엔진,한화엔진,Shipbuilding,전체종목마스터,코스피 후보군
083420.KS,그린케미칼,그린케미칼,Oil/Chemical,전체종목마스터,코스피 후보군
084690.KS,대상홀딩스,대상홀딩스,Holding,전체종목마스터,코스피 후보군
085310.KS,엔케이,엔케이,Oil/Chemical,전체종목마스터,코스피 후보군
085620.KS,미래에셋생명,미래에셋생명,Securities,전체종목마스터,코스피 후보군
086790.KS,하나금융지주,하나금융지주,Bank/Finance,전체종목마스터,코스피 후보군
088350.KS,한화생명,한화생명,Insurance,전체종목마스터,코스피 후보군
089590.KS,제주항공,제주항공,Defense/Aerospace,전체종목마스터,코스피 후보군
090080.KS,평화산업,평화산업,Machinery/Equipment,전체종목마스터,코스피 후보군
090350.KS,노루페인트,노루페인트,AI/Software,전체종목마스터,코스피 후보군
090430.KS,아모레퍼시픽,아모레퍼시픽,Cosmetics,전체종목마스터,코스피 후보군
090460.KS,비에이치,비에이치,Semiconductor,전체종목마스터,코스피 후보군
091810.KS,트리니티항공,트리니티항공,Defense/Aerospace,전체종목마스터,코스피 후보군
092200.KS,디아이씨,디아이씨,Battery/EV,전체종목마스터,코스피 후보군
092220.KS,KEC,KEC,Semiconductor,전체종목마스터,코스피 후보군
092230.KS,KPX홀딩스,KPX홀딩스,Holding,전체종목마스터,코스피 후보군
092440.KS,기신정기,기신정기,Machinery/Equipment,전체종목마스터,코스피 후보군
093370.KS,후성,후성,Materials/Parts,전체종목마스터,코스피 후보군
095720.KS,웅진씽크빅,웅진씽크빅,Education,전체종목마스터,코스피 후보군
096760.KS,JW홀딩스,JW홀딩스,Holding,전체종목마스터,코스피 후보군
096770.KS,SK이노베이션,SK이노베이션,Battery/EV,전체종목마스터,코스피 후보군
097230.KS,HJ중공업,HJ중공업,Shipbuilding,전체종목마스터,코스피 후보군
097520.KS,엠씨넥스,엠씨넥스,Defense/Aerospace,전체종목마스터,코스피 후보군
097950.KS,CJ제일제당,CJ제일제당,Food/Beverage,전체종목마스터,코스피 후보군
100090.KS,SK오션플랜트,SK오션플랜트,Shipbuilding,전체종목마스터,코스피 후보군
100220.KS,비상교육,비상교육,Education,전체종목마스터,코스피 후보군
100250.KS,진양홀딩스,진양홀딩스,Holding,전체종목마스터,코스피 후보군
100840.KS,SNT에너지,SNT에너지,Renewable/Energy,전체종목마스터,코스피 후보군
101140.KS,인바이오젠,인바이오젠,Bio/Healthcare,전체종목마스터,코스피 후보군
101530.KS,해태제과식품,해태제과식품,Food/Beverage,전체종목마스터,코스피 후보군
102260.KS,동성케미컬,동성케미컬,Oil/Chemical,전체종목마스터,코스피 후보군
102460.KS,이연제약,이연제약,Bio/Healthcare,전체종목마스터,코스피 후보군
103140.KS,풍산,풍산,Defense/Aerospace,전체종목마스터,코스피 후보군
103590.KS,일진전기,일진전기,Power/Utility,전체종목마스터,코스피 후보군
104520.KS,KIWOOM 블루칩,KIWOOM 블루칩,Semiconductor,전체종목마스터,코스피 후보군
104700.KS,한국철강,한국철강,Steel/Metal,전체종목마스터,코스피 후보군
105560.KS,KB금융,KB금융,Bank/Finance,전체종목마스터,코스피 후보군
105630.KS,한세실업,한세실업,Textile/Apparel,전체종목마스터,코스피 후보군
105840.KS,우진,우진,Nuclear,전체종목마스터,코스피 후보군
107590.KS,미원홀딩스,미원홀딩스,Holding,전체종목마스터,코스피 후보군
108320.KS,LX세미콘,LX세미콘,Auto,전체종목마스터,코스피 후보군
108670.KS,LX하우시스,LX하우시스,Construction,전체종목마스터,코스피 후보군
109070.KS,주성코퍼레이션,주성코퍼레이션,Semiconductor,전체종목마스터,코스피 후보군
111770.KS,영원무역,영원무역,Textile/Apparel,전체종목마스터,코스피 후보군
112610.KS,씨에스윈드,씨에스윈드,Renewable/Energy,전체종목마스터,코스피 후보군
114090.KS,GKL,GKL,Leisure/Travel,전체종목마스터,코스피 후보군
117580.KS,대성에너지,대성에너지,Renewable/Energy,전체종목마스터,코스피 후보군
120030.KS,조선선재,조선선재,Shipbuilding,전체종목마스터,코스피 후보군
120110.KS,코오롱인더,코오롱인더,Auto,전체종목마스터,코스피 후보군
123690.KS,한국화장품,한국화장품,Cosmetics,전체종목마스터,코스피 후보군
126560.KS,현대퓨처넷,현대퓨처넷,Entertainment/Media,전체종목마스터,코스피 후보군
126720.KS,수산인더스트리,수산인더스트리,Power/Utility,전체종목마스터,코스피 후보군
128820.KS,대성산업,대성산업,Machinery/Equipment,전체종목마스터,코스피 후보군
128940.KS,한미약품,한미약품,Bio/Healthcare,전체종목마스터,코스피 후보군
130660.KS,한전산업,한전산업,Machinery/Equipment,전체종목마스터,코스피 후보군
134380.KS,미원화학,미원화학,Oil/Chemical,전체종목마스터,코스피 후보군
136490.KS,선진,선진,Food/Beverage,전체종목마스터,코스피 후보군
137310.KS,에스디바이오센서,에스디바이오센서,Bio/Healthcare,전체종목마스터,코스피 후보군
138040.KS,메리츠금융지주,메리츠금융지주,Bank/Finance,전체종목마스터,코스피 후보군
138930.KS,BNK금융지주,BNK금융지주,Bank/Finance,전체종목마스터,코스피 후보군
139130.KS,iM금융지주,iM금융지주,Bank/Finance,전체종목마스터,코스피 후보군
139480.KS,이마트,이마트,Retail,전체종목마스터,코스피 후보군
145210.KS,다이나믹디자인,다이나믹디자인,Machinery/Equipment,전체종목마스터,코스피 후보군
145990.KS,삼양사,삼양사,Oil/Chemical,전체종목마스터,코스피 후보군
161000.KS,애경케미칼,애경케미칼,Oil/Chemical,전체종목마스터,코스피 후보군
161390.KS,한국타이어앤테크놀로지,한국타이어앤테크놀로지,Auto,전체종목마스터,코스피 후보군
161890.KS,한국콜마,한국콜마,Cosmetics,전체종목마스터,코스피 후보군
175330.KS,JB금융지주,JB금융지주,Bank/Finance,전체종목마스터,코스피 후보군
178920.KS,PI첨단소재,PI첨단소재,Materials/Parts,전체종목마스터,코스피 후보군
180640.KS,한진칼,한진칼,Shipping/Logistics,전체종목마스터,코스피 후보군
183190.KS,아세아시멘트,아세아시멘트,Construction,전체종목마스터,코스피 후보군
185750.KS,종근당,종근당,Bio/Healthcare,전체종목마스터,코스피 후보군
192080.KS,더블유게임즈,더블유게임즈,Game,전체종목마스터,코스피 후보군
192400.KS,쿠쿠홀딩스,쿠쿠홀딩스,Holding,전체종목마스터,코스피 후보군
192650.KS,드림텍,드림텍,Bio/Healthcare,전체종목마스터,코스피 후보군
192820.KS,코스맥스,코스맥스,Cosmetics,전체종목마스터,코스피 후보군
195870.KS,해성디에스,해성디에스,Semiconductor,전체종목마스터,코스피 후보군
204320.KS,HL만도,HL만도,Auto,전체종목마스터,코스피 후보군
207940.KS,삼성바이오로직스,삼성바이오로직스,Bio/Healthcare,전체종목마스터,코스피 후보군
213500.KS,한솔제지,한솔제지,Paper/Wood,전체종목마스터,코스피 후보군
214320.KS,이노션,이노션,Entertainment/Media,전체종목마스터,코스피 후보군
214390.KS,경보제약,경보제약,Bio/Healthcare,전체종목마스터,코스피 후보군
214420.KS,토니모리,토니모리,Cosmetics,전체종목마스터,코스피 후보군
226320.KS,잇츠한불,잇츠한불,Cosmetics,전체종목마스터,코스피 후보군
227840.KS,현대코퍼레이션홀딩스,현대코퍼레이션홀딩스,Holding,전체종목마스터,코스피 후보군
229640.KS,LS에코에너지,LS에코에너지,Renewable/Energy,전체종목마스터,코스피 후보군
234080.KS,JW생명과학,JW생명과학,Insurance,전체종목마스터,코스피 후보군
241560.KS,두산밥캣,두산밥캣,Machinery/Equipment,전체종목마스터,코스피 후보군
241590.KS,화승엔터프라이즈,화승엔터프라이즈,Entertainment/Media,전체종목마스터,코스피 후보군
248170.KS,샘표식품,샘표식품,Food/Beverage,전체종목마스터,코스피 후보군
249420.KS,일동제약,일동제약,Bio/Healthcare,전체종목마스터,코스피 후보군
251270.KS,넷마블,넷마블,Game,전체종목마스터,코스피 후보군
253280.KS,RISE 헬스케어,RISE 헬스케어,Bio/Healthcare,전체종목마스터,코스피 후보군
253290.KS,RISE 헬스케어채권혼합,RISE 헬스케어채권혼합,Bio/Healthcare,전체종목마스터,코스피 후보군
259960.KS,크래프톤,크래프톤,Game,전체종목마스터,코스피 후보군
267260.KS,HD현대일렉트릭,HD현대일렉트릭,Power/Utility,전체종목마스터,코스피 후보군
267270.KS,HD건설기계,HD건설기계,Construction,전체종목마스터,코스피 후보군
267850.KS,아시아나IDT,아시아나IDT,Airline,전체종목마스터,코스피 후보군
271560.KS,오리온,오리온,Food/Beverage,전체종목마스터,코스피 후보군
271940.KS,일진하이솔루스,일진하이솔루스,Oil/Chemical,전체종목마스터,코스피 후보군
271980.KS,제일약품,제일약품,Bio/Healthcare,전체종목마스터,코스피 후보군
272210.KS,한화시스템,한화시스템,Defense/Aerospace,전체종목마스터,코스피 후보군
272450.KS,진에어,진에어,Airline,전체종목마스터,코스피 후보군
276650.KS,RISE 글로벌테크놀로지(합성 H),RISE 글로벌테크놀로지(합성 H),Machinery/Equipment,전체종목마스터,코스피 후보군
281820.KS,케이씨텍,케이씨텍,Semiconductor,전체종목마스터,코스피 후보군
282330.KS,BGF리테일,BGF리테일,Retail,전체종목마스터,코스피 후보군
284980.KS,RISE 200금융,RISE 200금융,Bank/Finance,전체종목마스터,코스피 후보군
285130.KS,SK케미칼,SK케미칼,Oil/Chemical,전체종목마스터,코스피 후보군
287180.KS,PLUS 미국나스닥테크,PLUS 미국나스닥테크,Machinery/Equipment,전체종목마스터,코스피 후보군
293480.KS,하나제약,하나제약,Bio/Healthcare,전체종목마스터,코스피 후보군
294870.KS,IPARK현대산업개발,IPARK현대산업개발,Construction,전체종목마스터,코스피 후보군
298000.KS,효성화학,효성화학,Oil/Chemical,전체종목마스터,코스피 후보군
298040.KS,효성중공업,효성중공업,Shipbuilding,전체종목마스터,코스피 후보군
298050.KS,HS효성첨단소재,HS효성첨단소재,Materials/Parts,전체종목마스터,코스피 후보군
298690.KS,에어부산,에어부산,Airline,전체종목마스터,코스피 후보군
300640.KS,RISE 게임테마,RISE 게임테마,Game,전체종목마스터,코스피 후보군
300720.KS,한일시멘트,한일시멘트,Construction,전체종목마스터,코스피 후보군
302440.KS,SK바이오사이언스,SK바이오사이언스,Bio/Healthcare,전체종목마스터,코스피 후보군
316140.KS,우리금융지주,우리금융지주,Bank/Finance,전체종목마스터,코스피 후보군
317450.KS,명인제약,명인제약,Bio/Healthcare,전체종목마스터,코스피 후보군
322000.KS,HD현대에너지솔루션,HD현대에너지솔루션,Battery/EV,전체종목마스터,코스피 후보군
323410.KS,카카오뱅크,카카오뱅크,Bank/Finance,전체종목마스터,코스피 후보군
326030.KS,SK바이오팜,SK바이오팜,Bio/Healthcare,전체종목마스터,코스피 후보군
329180.KS,HD현대중공업,HD현대중공업,Shipbuilding,전체종목마스터,코스피 후보군
336160.KS,RISE 금융채액티브,RISE 금융채액티브,Bank/Finance,전체종목마스터,코스피 후보군
336260.KS,두산퓨얼셀,두산퓨얼셀,Machinery/Equipment,전체종목마스터,코스피 후보군
336370.KS,솔루스첨단소재,솔루스첨단소재,Materials/Parts,전체종목마스터,코스피 후보군
352820.KS,하이브,하이브,Entertainment/Media,전체종목마스터,코스피 후보군
353200.KS,대덕전자,대덕전자,Materials/Parts,전체종목마스터,코스피 후보군
354240.KS,RISE 미국고정배당우선증권,RISE 미국고정배당우선증권,Securities,전체종목마스터,코스피 후보군
357250.KS,미래에셋맵스리츠,미래에셋맵스리츠,Securities,전체종목마스터,코스피 후보군
361610.KS,SK아이이테크놀로지,SK아이이테크놀로지,Machinery/Equipment,전체종목마스터,코스피 후보군
363280.KS,티와이홀딩스,티와이홀딩스,Holding,전체종목마스터,코스피 후보군
371150.KS,RISE 차이나항셍테크,RISE 차이나항셍테크,Machinery/Equipment,전체종목마스터,코스피 후보군
373220.KS,LG에너지솔루션,LG에너지솔루션,Battery/EV,전체종목마스터,코스피 후보군
375270.KS,RISE 글로벌데이터센터리츠(합성),RISE 글로벌데이터센터리츠(합성),AI/Software,전체종목마스터,코스피 후보군
375500.KS,DL이앤씨,DL이앤씨,Construction,전체종목마스터,코스피 후보군
377190.KS,디앤디플랫폼리츠,디앤디플랫폼리츠,Internet/Platform,전체종목마스터,코스피 후보군
377300.KS,카카오페이,카카오페이,AI/Software,전체종목마스터,코스피 후보군
377740.KS,바이오노트,바이오노트,Bio/Healthcare,전체종목마스터,코스피 후보군
378850.KS,화승알앤에이,화승알앤에이,Textile/Apparel,전체종목마스터,코스피 후보군
383220.KS,F&F,F&F,Textile/Apparel,전체종목마스터,코스피 후보군
383800.KS,LX홀딩스,LX홀딩스,Holding,전체종목마스터,코스피 후보군
388280.KS,RISE K엔터&여행레저,RISE K엔터&여행레저,Entertainment/Media,전체종목마스터,코스피 후보군
388420.KS,RISE 비메모리반도체액티브,RISE 비메모리반도체액티브,Semiconductor,전체종목마스터,코스피 후보군
396690.KS,미래에셋글로벌리츠,미래에셋글로벌리츠,Securities,전체종목마스터,코스피 후보군
399580.KS,RISE 글로벌클린에너지,RISE 글로벌클린에너지,Renewable/Energy,전체종목마스터,코스피 후보군
404120.KS,TIME K신재생에너지액티브,TIME K신재생에너지액티브,Renewable/Energy,전체종목마스터,코스피 후보군
407820.KS,에셋플러스 코리아플랫폼액티브,에셋플러스 코리아플랫폼액티브,Internet/Platform,전체종목마스터,코스피 후보군
407830.KS,에셋플러스 글로벌플랫폼액티브,에셋플러스 글로벌플랫폼액티브,Internet/Platform,전체종목마스터,코스피 후보군
413930.KS,WON AI ESG액티브,WON AI ESG액티브,AI/Software,전체종목마스터,코스피 후보군
419650.KS,PLUS 글로벌수소&차세대연료전지,PLUS 글로벌수소&차세대연료전지,Battery/EV,전체종목마스터,코스피 후보군
421320.KS,PLUS 우주항공&UAM,PLUS 우주항공&UAM,Defense/Aerospace,전체종목마스터,코스피 후보군
422420.KS,RISE 2차전지액티브,RISE 2차전지액티브,Battery/EV,전체종목마스터,코스피 후보군
427120.KS,RISE AI플랫폼,RISE AI플랫폼,AI/Software,전체종목마스터,코스피 후보군
434960.KS,DAISHIN343 K200,DAISHIN343 K200,AI/Software,전체종목마스터,코스피 후보군
439260.KS,대한조선,대한조선,Shipbuilding,전체종목마스터,코스피 후보군
440910.KS,WON 미국우주항공방산,WON 미국우주항공방산,Defense/Aerospace,전체종목마스터,코스피 후보군
442580.KS,PLUS 글로벌HBM반도체,PLUS 글로벌HBM반도체,Semiconductor,전체종목마스터,코스피 후보군
443060.KS,HD현대마린솔루션,HD현대마린솔루션,Shipbuilding,전체종목마스터,코스피 후보군
446700.KS,RISE 배터리 리사이클링,RISE 배터리 리사이클링,Battery/EV,전체종목마스터,코스피 후보군
448570.KS,FOCUS AI코리아액티브,FOCUS AI코리아액티브,AI/Software,전체종목마스터,코스피 후보군
449450.KS,PLUS K방산,PLUS K방산,Defense/Aerospace,전체종목마스터,코스피 후보군
450080.KS,에코프로머티,에코프로머티,Battery/EV,전체종목마스터,코스피 후보군
454910.KS,두산로보틱스,두산로보틱스,Robot,전체종목마스터,코스피 후보군
456040.KS,OCI,OCI,Renewable/Energy,전체종목마스터,코스피 후보군
456600.KS,TIME 글로벌AI인공지능액티브,TIME 글로벌AI인공지능액티브,AI/Software,전체종목마스터,코스피 후보군
457190.KS,이수스페셜티케미컬,이수스페셜티케미컬,Oil/Chemical,전체종목마스터,코스피 후보군
457930.KS,BNK 미래전략기술액티브,BNK 미래전략기술액티브,Machinery/Equipment,전체종목마스터,코스피 후보군
457990.KS,PLUS 태양광&ESS,PLUS 태양광&ESS,Renewable/Energy,전체종목마스터,코스피 후보군
460860.KS,동국제강,동국제강,Steel/Metal,전체종목마스터,코스피 후보군
461900.KS,PLUS 미국테크TOP10,PLUS 미국테크TOP10,Machinery/Equipment,전체종목마스터,코스피 후보군
461910.KS,PLUS 미국테크TOP10레버리지(합성),PLUS 미국테크TOP10레버리지(합성),Machinery/Equipment,전체종목마스터,코스피 후보군
462520.KS,조선내화,조선내화,Shipbuilding,전체종목마스터,코스피 후보군
462870.KS,시프트업,시프트업,Game,전체종목마스터,코스피 후보군
462900.KS,KoAct 바이오헬스케어액티브,KoAct 바이오헬스케어액티브,Bio/Healthcare,전체종목마스터,코스피 후보군
463050.KS,TIME K바이오액티브,TIME K바이오액티브,Bio/Healthcare,전체종목마스터,코스피 후보군
463290.KS,1Q 단기금융채액티브,1Q 단기금융채액티브,Bank/Finance,전체종목마스터,코스피 후보군
464920.KS,PLUS 일본반도체소부장,PLUS 일본반도체소부장,Semiconductor,전체종목마스터,코스피 후보군
465330.KS,RISE 2차전지TOP10,RISE 2차전지TOP10,Battery/EV,전체종목마스터,코스피 후보군
465350.KS,RISE 2차전지TOP10인버스(합성),RISE 2차전지TOP10인버스(합성),Battery/EV,전체종목마스터,코스피 후보군
466810.KS,BNK 2차전지양극재,BNK 2차전지양극재,Battery/EV,전체종목마스터,코스피 후보군
469050.KS,RISE 미국반도체NYSE(H),RISE 미국반도체NYSE(H),Semiconductor,전체종목마스터,코스피 후보군
469060.KS,RISE 미국반도체NYSE,RISE 미국반도체NYSE,Semiconductor,전체종목마스터,코스피 후보군
469070.KS,RISE AI&로봇,RISE AI&로봇,AI/Software,전체종목마스터,코스피 후보군
469790.KS,KIWOOM 코리아테크TOP10,KIWOOM 코리아테크TOP10,Machinery/Equipment,전체종목마스터,코스피 후보군
470310.KS,UNICORN 생성형AI강소기업액티브,UNICORN 생성형AI강소기업액티브,AI/Software,전체종목마스터,코스피 후보군
471040.KS,KoAct 글로벌AI&로봇액티브,KoAct 글로벌AI&로봇액티브,AI/Software,전체종목마스터,코스피 후보군
473490.KS,KIWOOM 글로벌AI반도체,KIWOOM 글로벌AI반도체,Semiconductor,전체종목마스터,코스피 후보군
474590.KS,WON 반도체밸류체인액티브,WON 반도체밸류체인액티브,Semiconductor,전체종목마스터,코스피 후보군
474800.KS,KIWOOM 미국원유에너지기업,KIWOOM 미국원유에너지기업,Renewable/Energy,전체종목마스터,코스피 후보군
475070.KS,KoAct 글로벌친환경전력인프라액티브,KoAct 글로벌친환경전력인프라액티브,Power/Utility,전체종목마스터,코스피 후보군
475150.KS,SK이터닉스,SK이터닉스,Renewable/Energy,전체종목마스터,코스피 후보군
476310.KS,RISE 글로벌비만산업TOP2+,RISE 글로벌비만산업TOP2+,Machinery/Equipment,전체종목마스터,코스피 후보군
478150.KS,TIME 글로벌우주테크&방산액티브,TIME 글로벌우주테크&방산액티브,Defense/Aerospace,전체종목마스터,코스피 후보군
482030.KS,KoAct 반도체&2차전지핵심소재액티브,KoAct 반도체&2차전지핵심소재액티브,Semiconductor,전체종목마스터,코스피 후보군
483020.KS,KIWOOM 의료AI,KIWOOM 의료AI,Bio/Healthcare,전체종목마스터,코스피 후보군
483030.KS,KIWOOM 미국블록버스터바이오테크의약품+,KIWOOM 미국블록버스터바이오테크의약품+,Semiconductor,전체종목마스터,코스피 후보군
485690.KS,RISE 미국AI밸류체인TOP3Plus,RISE 미국AI밸류체인TOP3Plus,AI/Software,전체종목마스터,코스피 후보군
