market,symbol,name,corp_code,title,date,rcept_no,source,url,collection_status,collection_message,collected_at
kr,179530,애드바이오텍,01022902,[기재정정]주요사항보고서(전환사채권발행결정),20260721,20260721001361,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721001361,000,정상,2026-07-21 22:08:59
kr,159910,에코글로우,00896753,주요사항보고서(전환사채권발행결정),20260721,20260721001320,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721001320,000,정상,2026-07-21 22:08:59
kr,000500,가온전선,00104768,[기재정정]임원ㆍ주요주주특정증권등소유상황보고서,20260721,20260721001368,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721001368,000,정상,2026-07-21 22:08:59
kr,003530,한화투자증권,00148610,증권발행실적보고서,20260721,20260721001366,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721001366,000,정상,2026-07-21 22:08:59
kr,005930,삼성전자,00126380,임원ㆍ주요주주특정증권등소유상황보고서,20260721,20260721001365,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721001365,000,정상,2026-07-21 22:08:59
kr,162300,신스틸,00958664,금전대여결정              ,20260721,20260721901427,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721901427,000,정상,2026-07-21 22:08:59
kr,036690,코맥스,00268118,단기차입금증가결정              ,20260721,20260721901425,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721901425,000,정상,2026-07-21 22:08:59
kr,340810,시선AI,01315042,소액공모공시서류(지분증권),20260721,20260721001363,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721001363,000,정상,2026-07-21 22:08:59
kr,005930,삼성전자,00126380,임원ㆍ주요주주특정증권등소유상황보고서,20260721,20260721001362,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721001362,000,정상,2026-07-21 22:08:59
kr,005930,삼성전자,00126380,임원ㆍ주요주주특정증권등소유상황보고서,20260721,20260721001360,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721001360,000,정상,2026-07-21 22:08:59
kr,023760,한국캐피탈,00149594,투자설명서(일괄신고),20260721,20260721001359,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721001359,000,정상,2026-07-21 22:08:59
kr,005930,삼성전자,00126380,임원ㆍ주요주주특정증권등소유상황보고서,20260721,20260721001358,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721001358,000,정상,2026-07-21 22:08:59
