시장,예측대상일,실전우선순위,실전최종판정,실전판정이유,상태,매수행동,매수금지,종목,판정,실시간현재가,실시간괴리,실시간판정,학습보정,학습요약,품질점수,재무,수급,품질요약,보정신뢰도,매매적합도,앙상블추정점수,성과보정,추천수량,주문예상금액,3분할계획,예상평단,평단손절위험,1R위험금액,매수단위근거,손익비,우선진입가,보수대기선,지지존,저항존,진입거리,전일대비진입,손절가,손절폭,1차익절가,익절거리,2차익절가,예상시초가,예상종가범위,주문검증,주문검증메모,진입근거,주의사유,금지사유,행동이유,created_at,session_type,session_label,basis_ohlc_date,basis_open,basis_high,basis_low,basis_close,basis_volume,basis_source,current_price_at_prediction,current_price_source,stock_code,stock_name,prediction_freshness,prediction_freshness_issue,basis_ohlc_valid,basis_ohlc_issue,invalidation_condition,data_status,risk_reward_ratio,final_judgment,suggested_action,reason,risk_reason,buy_reason,report_generated_at
미국주식,2026-05-22,-54.9,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,QQQ,관망 우위,$717.54,+2.43%,익절가 근접 - 신규매수 금지,학습 부담,진입가 과도하게 보수 / 방향부진 0% / 종가오차 낮음 1.6%,0,재무 중립,수급 데이터 제한,"재무 데이터 제한 / 미장은 현재 Finnhub quote 중심, 기관/외국인 수급은 미반영",35,12,12,성과보정 중립,2주,"$1,401.08",1차 $700.54 30% / 2차 $665.51 30% / 3차 $711.05 40%,$694.24,0.54%,$20.12,투입금액 한도 기준,1.78,$700.54,$696.05,$690.15 ~ $695.98,$720.25 ~ $725.41,-1.63%,-1.96%,$690.48,+1.44%,$718.42,+2.55%,$723.56,$712.17,$698.90 ~ $727.32,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 1.8% 이내 / 검증학습 +0.30% 진입가 보정,대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 방향 적중률 낮음,주의사유 존재 / 앙상블 약함(12점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 실시간방어: 익절가 근접 - 신규매수 금지 / 매수금지: 주의사유 존재 / 앙상블 약함(12점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:09:09,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-54.9,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,SPY,관망 우위,$745.64,+1.56%,익절가 근접 - 신규매수 금지,학습 부담,진입가 과도하게 보수 / 방향부진 0% / 종가오차 낮음 1.5%,0,재무 중립,수급 데이터 제한,"재무 데이터 제한 / 미장은 현재 Finnhub quote 중심, 기관/외국인 수급은 미반영",33,14,12,성과보정 중립,2주,"$1,468.34",1차 $734.17 30% / 2차 $697.46 30% / 3차 $745.18 40%,$727.56,0.30%,$17.62,투입금액 한도 기준,1.79,$734.17,$733.46,$727.75 ~ $733.11,$748.24 ~ $753.60,-0.96%,-1.15%,$725.36,+1.20%,$749.94,+2.15%,$755.32,$741.31,$728.74 ~ $756.24,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 1.8% 이내 / 검증학습 +0.23% 진입가 보정,대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(12점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 실시간방어: 익절가 근접 - 신규매수 금지 / 매수금지: 주의사유 존재 / 앙상블 약함(12점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:18:03,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-55.2,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,SMR,관망 우위,$11.40,+0.80%,진입가 근처,학습 부담,익절 약함 0% / 손절 낮음 0% / 방향부진 0%,-12,재무 위험,수급 데이터 제한,"3년 매출 성장 166.7% / 부채 부담 낮음 1% / 미장은 현재 Finnhub quote 중심, 기관/외국인 수급은 미반영",0,0,0,성과보정 중립,116주,"$1,311.96",1차 $11.31 30% / 2차 $10.74 30% / 3차 $11.48 40%,$11.21,4.65%,$69.60,손절 리스크 한도 기준,1.34,$11.31,$11.29,$10.99 ~ $11.40,$11.65 ~ $12.09,-0.88%,-0.18%,$10.71,+5.31%,$12.11,+7.07%,$12.53,$11.41,$9.55 ~ $12.51,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 6.5% 이내,대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 주봉 강한 하락 추세 | 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 품질위험: 3년 매출 성장 166.7% / 부채 부담 낮음 1% / 미장은 현재 F,주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-2.63%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 품질위험(-12) / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-2.63%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:15:38,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-56.0,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,ARM,관망 우위,$306.51,+3.55%,진입가 위 - 추격주의,학습 부담,익절 약함 0% / 손절 낮음 0% / 방향부진 0%,15,재무 우호,수급 데이터 제한,"분기 매출 3연속 증가 / 3년 매출 성장 48.2% / 영업이익률 양호 15.4% / 미장은 현재 Finnhub quote 중심, 기관/외국인",4,0,0,성과보정 중립,2주,$592.02,1차 $296.01 30% / 2차 $281.21 30% / 3차 $300.45 40%,$293.35,9.92%,$58.26,손절 리스크 한도 기준,1.45,$296.01,$299.60,$214.39 ~ $222.96,$296.08 ~ $303.66,-0.17%,-0.74%,$266.88,+9.84%,$338.25,+14.27%,$358.64,$296.51,$275.81 ~ $330.38,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 4.8% 이내,시초 예상가가 1차 저항선 1% 이내 | 대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:10:40,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-57.0,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,ANET,관망 우위,$154.03,+4.38%,진입가 위 - 추격주의,학습 부담,익절 약함 0% / 손절 낮음 20% / 방향부진 0%,14,재무 우호,수급 데이터 제한,"분기 매출 3연속 증가 / 3년 매출 성장 105.5% / 영업이익률 양호 42.7% / 미장은 현재 Finnhub quote 중심, 기관/외국",12,0,0,성과보정 중립,7주,"$1,032.92",1차 $147.56 30% / 2차 $140.18 30% / 3차 $149.77 40%,$146.23,5.97%,$66.92,손절 리스크 한도 기준,1.36,$147.56,$149.48,$139.29 ~ $142.93,$153.35 ~ $156.60,-0.49%,-0.69%,$138.00,+6.48%,$160.53,+8.79%,$167.19,$148.28,$136.10 ~ $154.82,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 4.1% 이내,시초 예상가가 1차 저항선 1% 이내 | 대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-2.10%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-2.10%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:11:06,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-57.1,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,PLTR,관망 우위,$136.88,-1.53%,손절가 근접 - 위험구간,학습 위험,익절 약함 0% / 방향부진 0%,20,재무 우호,수급 데이터 제한,"분기 매출 3연속 증가 / 3년 매출 성장 134.8% / 영업이익률 양호 46.2% / 미장은 현재 Finnhub quote 중심, 기관/외국",16,2,2,성과보정 중립,13주,"$1,807.13",1차 $139.01 30% / 2차 $132.06 30% / 3차 $141.10 40%,$137.76,2.81%,$65.13,손절 리스크 한도 기준,1.88,$139.01,$138.57,$134.51 ~ $136.53,$148.89 ~ $151.18,-0.24%,+1.16%,$134.00,+3.60%,$148.41,+6.76%,$150.69,$139.34,$137.64 ~ $149.43,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 2.8% 이내 / 검증학습 +0.23% 진입가 보정,시초 예상가가 1차 저항선 1% 이내 | 대형 이벤트일: 변동성 확대 | 주봉 강한 하락 추세 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(2점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 자동학습 위험(-8) / 실시간방어: 손절가 근접 - 위험구간 / 매수금지: 주의사유 존재 / 앙상블 약함(2점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:06:05,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-57.5,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,QUBT,관망 우위,$12.31,+3.88%,진입가 위 - 추격주의,학습 위험,익절 약함 17% / 손절 낮음 17% / 방향부진 0% / 종가오차 큼 7.1%,5,재무 보통+,수급 데이터 제한,분기 매출 증가 1764.1% / 3년 매출 성장 401.5% / 영업이익률 개선 +16117.0%p / 미장은 현재 Finnhub quote ,0,5,1,성과보정 중립,71주,$841.35,1차 $11.85 30% / 2차 $11.26 30% / 3차 $12.03 40%,$11.74,8.03%,$69.58,손절 리스크 한도 기준,2.50,$11.85,$14.49,$11.05 ~ $11.42,$14.30 ~ $14.74,-0.34%,+3.86%,$10.87,+8.27%,$14.30,+20.68%,$14.74,$11.89,$9.66 ~ $14.11,정상,주문기준 정상범위,지지존 기반: 중기 강함 지지존 상단/중심 근사 / 예상시초가 기준 6.5% 이내,프리마켓 +5% 이상 급등: 추격매수 금지 | 대형 이벤트일: 변동성 확대 | 현재가가 우선진입가 대비 +9.1% (한도 5%) | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(1점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 자동학습 위험(-9) / 매수금지: 주의사유 존재 / 앙상블 약함(1점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:16:07,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-58.6,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,ETN,관망 우위,$391.35,+3.46%,진입가 위 - 추격주의,학습 부담,익절 약함 0% / 손절 낮음 0% / 방향부진 0%,11,재무 우호,수급 데이터 제한,"분기 매출 3연속 증가 / 3년 매출 성장 32.3% / 영업이익률 양호 15.7% / 미장은 현재 Finnhub quote 중심, 기관/외국인",10,0,0,성과보정 중립,3주,"$1,134.78",1차 $378.26 30% / 2차 $359.35 30% / 3차 $383.93 40%,$374.86,4.35%,$57.12,손절 리스크 한도 기준,1.33,$378.26,$389.38,$363.30 ~ $370.19,$405.04 ~ $411.93,-1.03%,-0.85%,$359.22,+5.03%,$403.64,+6.71%,$416.90,$382.18,$352.33 ~ $398.74,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 3.0% 이내 / 검증학습 -0.45% 진입가 보정,대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 가상매매 평균 -1.1%,주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-1.57%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-1.57%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:15:07,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-58.7,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,HIMS,관망 우위,$23.75,+1.50%,실시간 확인,학습 위험,익절 약함 0% / 손절 낮음 25% / 방향부진 0% / 종가오차 큼 6.5%,-15,재무 위험,수급 데이터 제한,"3년 매출 성장 345.5% / 최근 FCF 양호 / 미장은 현재 Finnhub quote 중심, 기관/외국인 수급은 미반영 / 사이클 확인 필",0,4,0,성과보정 중립,65주,"$1,521.00",1차 $23.40 30% / 2차 $22.23 30% / 3차 $23.75 40%,$23.19,3.85%,$69.55,손절 리스크 한도 기준,2.05,$23.40,$23.34,$22.71 ~ $23.56,$25.74 ~ $26.58,-2.78%,-2.54%,$22.33,+4.57%,$25.60,+9.40%,$26.44,$24.07,$19.71 ~ $27.84,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 5.8% 이내,대형 이벤트일: 변동성 확대 | 주봉 강한 하락 추세 | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 방향 적중률 낮음 / 품질위험: 3년 매출 성장 345.5% / 최근 FCF 양호 / 미장은 현재 Fin,주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-0.97%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 품질위험(-15) / 자동학습 위험(-9) / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-0.97%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:17:38,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-58.8,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,COIN,관망 우위,$184.99,-3.91%,손절가 근접 - 위험구간,학습 부담,방향부진 0%,1,재무 중립,수급 데이터 제한,"3년 매출 성장 124.8% / 영업이익률 개선 +3.2%p / 부채 부담 낮음 59% / 미장은 현재 Finnhub quote 중심, 기관/외",0,10,7,성과보정 중립,9주,"$1,732.59",1차 $192.51 30% / 2차 $182.88 30% / 3차 $195.40 40%,$190.78,3.25%,$69.66,손절 리스크 한도 기준,2.52,$192.51,$191.94,$188.70 ~ $194.00,$211.99 ~ $217.98,-0.29%,-0.54%,$184.77,+4.02%,$211.99,+10.12%,$217.98,$193.07,$173.42 ~ $221.62,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 5.1% 이내,대형 이벤트일: 변동성 확대 | 주봉 강한 하락 추세 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(7점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 실시간방어: 손절가 근접 - 위험구간 / 매수금지: 주의사유 존재 / 앙상블 약함(7점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:14:34,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-58.9,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,MSFT,관망 우위,$418.57,-0.92%,손절가 근접 - 위험구간,학습 중립,손절 낮음 0% / 방향부진 0%,15,재무 우호,수급 데이터 제한,"분기 매출 3연속 증가 / 3년 매출 성장 42.1% / 영업이익률 양호 46.3% / 미장은 현재 Finnhub quote 중심, 기관/외국인",6,0,0,성과보정 중립,4주,"$1,689.84",1차 $422.46 30% / 2차 $401.34 30% / 3차 $428.80 40%,$418.66,1.39%,$38.24,투입금액 한도 기준,1.45,$422.46,$433.97,$414.55 ~ $418.23,$431.06 ~ $435.72,-0.66%,+0.80%,$412.90,+2.26%,$436.31,+3.28%,$443.00,$425.27,$414.12 ~ $448.05,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 1.8% 이내,대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 주봉 강한 하락 추세 | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 방향 적중률 낮음,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 실시간방어: 손절가 근접 - 위험구간 / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:11:58,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-60.0,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,HOOD,관망 우위,$73.64,-2.54%,손절가 근접 - 위험구간,학습 중립,손절 낮음 20% / 방향부진 0%,2,재무 보통+,수급 데이터 제한,"3년 매출 성장 229.4% / 영업이익률 양호 38.5% / ROE 양호 21.5% / 미장은 현재 Finnhub quote 중심, 기관/외국",6,0,0,성과보정 중립,24주,"$1,813.44",1차 $75.56 30% / 2차 $71.78 30% / 3차 $76.69 40%,$74.88,3.00%,$68.64,손절 리스크 한도 기준,1.45,$75.56,$76.36,$73.28 ~ $74.93,$77.25 ~ $78.90,-0.63%,-0.47%,$72.70,+3.79%,$79.72,+5.51%,$81.73,$76.04,$69.90 ~ $84.13,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 3.6% 이내,시초 예상가가 1차 저항선 1% 이내 | 대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 주봉 강한 하락 추세 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 실시간방어: 손절가 근접 - 위험구간 / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:14:21,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-60.4,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,LUNR,관망 우위,$38.26,+9.53%,진입가 크게 위 - 추격금지,학습 중립,손절 낮음 0% / 방향부진 0%,0,재무 중립,수급 데이터 제한,"분기 매출 증가 324.0% / 3년 매출 성장 141.0% / 영업이익률 개선 +35.6%p / 미장은 현재 Finnhub quote 중심, ",0,0,0,성과보정 중립,13주,$454.09,1차 $34.93 30% / 2차 $33.18 30% / 3차 $35.45 40%,$34.62,16.16%,$66.69,손절 리스크 한도 기준,1.45,$34.93,$38.52,$30.39 ~ $31.70,$37.95 ~ $39.27,-0.14%,+2.02%,$29.80,+14.69%,$42.37,+21.30%,$45.96,$34.98,$27.98 ~ $41.44,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 6.5% 이내,프리마켓 +5% 이상 급등: 추격매수 금지 | 대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 실시간방어: 진입가 크게 위 - 추격금지 / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:08:20,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-60.7,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,AMZN,관망 우위,$266.32,+0.12%,손절가 근접 - 위험구간,학습 위험,익절 약함 0% / 손절 우위 100% / 진입가 과도하게 보수 / 방향부진 0%,8,재무 우호,수급 데이터 제한,"3년 매출 성장 39.5% / ROE 양호 24.3% / 부채 부담 낮음 53% / 미장은 현재 Finnhub quote 중심, 기관/외국인 수",34,26,23,성과보정 주의,7주,"$1,861.93",1차 $265.99 30% / 2차 $252.69 30% / 3차 $269.98 40%,$263.60,0.42%,$24.50,투입금액 한도 기준,2.49,$265.99,$259.36,$265.57 ~ $267.72,$277.51 ~ $280.23,-1.05%,-0.92%,$262.49,+1.32%,$274.73,+3.29%,$277.42,$268.81,$263.13 ~ $277.12,정상,주문기준 정상범위,지지존 기반: 단기 강함 지지존 상단/중심 근사 / 예상시초가 기준 1.8% 이내 / 검증학습 -0.45% 진입가 보정,대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 가상매매 평균 -1.6%,주의사유 존재 / 앙상블 약함(23점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 자동학습 위험(-15) / 실시간방어: 손절가 근접 - 위험구간 / 매수금지: 주의사유 존재 / 앙상블 약함(23점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:12:23,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-61.0,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,JOBY,관망 우위,$10.92,+3.90%,진입가 위 - 추격주의,학습 중립,익절 약함 0% / 손절 낮음 0% / 방향부진 0% / 종가오차 낮음 2.4%,-6,재무 부담,수급 데이터 제한,"영업이익률 개선 +1118130.0%p / 부채 부담 낮음 38% / 어닝 서프라이즈 41.5% / 미장은 현재 Finnhub quote 중심,",0,0,0,성과보정 중립,100주,"$1,051.00",1차 $10.51 30% / 2차 $9.98 30% / 3차 $10.67 40%,$10.42,6.17%,$70.00,손절 리스크 한도 기준,1.45,$10.51,$11.23,$9.93 ~ $10.26,$11.08 ~ $11.41,-0.57%,+1.06%,$9.81,+6.66%,$11.52,+9.61%,$12.01,$10.57,$9.62 ~ $11.56,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 5.2% 이내,대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 주봉 강한 하락 추세 | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 방향 적중률 낮음,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:17:14,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-61.2,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,CRDO,관망 우위,$218.41,+11.60%,진입가 크게 위 - 추격금지,학습 부담,손절 낮음 20% / 방향부진 0% / 종가오차 큼 8.0%,25,재무 우호,수급 데이터 제한,"분기 매출 3연속 증가 / 3년 매출 성장 310.2% / 영업이익률 양호 36.8% / 미장은 현재 Finnhub quote 중심, 기관/외국",0,0,0,성과보정 중립,3주,$587.13,1차 $195.71 30% / 2차 $185.92 30% / 3차 $198.65 40%,$193.95,9.92%,$57.81,손절 리스크 한도 기준,1.39,$195.71,$212.32,$179.06 ~ $186.46,$209.13 ~ $216.53,-0.24%,+1.20%,$176.44,+9.85%,$222.43,+13.65%,$235.85,$196.19,$161.52 ~ $223.18,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 6.3% 이내,프리마켓 +5% 이상 급등: 추격매수 금지 | 대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-0.54%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 실시간방어: 진입가 크게 위 - 추격금지 / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-0.54%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:11:32,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
