symbol,market,last_price,intraday_change_pct,intraday_volume,intraday_trading_value,intraday_volume_ratio,intraday_trading_value_ratio,intraday_data_available,intraday_data_source,intraday_fetch_status,intraday_failure_reason,intraday_market_session,market_session_status,intraday_updated_at,intraday_warning,quote_available,quote_partial_available,quote_full_available,quote_source,quote_source_label,kis_quote_attempted,kis_quote_success,kis_quote_error,kis_exchange_code,quote_failure_reason,quote_retry_used,quote_fallback_used,quote_fallback_source,quote_fallback_price,quote_fallback_warning,bid_total_volume,ask_total_volume,orderbook_imbalance,execution_strength
HUT,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:45,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
IREN,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:45,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
QQQ,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:45,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
SOXX,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:45,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
BTC-USD,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,unsupported_quote_api,regular,regular,2026-05-20 22:54:45,미국주식 현재가 API 미지원 심볼 (호가/수급은 별도 미지원 가능); unsupported_quote_api; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,unsupported_quote_api,False,False,,,,,,,
IWM,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:45,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
AMD,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:45,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
AVGO,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:45,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
MU,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:45,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
MRVL,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:46,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
ARM,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:46,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
SMCI,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:46,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
ANET,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:46,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
ALAB,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:46,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
CRDO,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:46,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
COHR,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:46,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
META,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:46,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
AMZN,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:46,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
AAPL,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:46,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
HOOD,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:46,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
COIN,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:46,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
VRT,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:46,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
ETN,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:46,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
CEG,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:46,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
SMR,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:46,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
RGTI,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:46,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
QUBT,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:47,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
GE,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:47,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
KTOS,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:47,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
AVAV,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:47,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
ACHR,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:47,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
JOBY,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:47,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
TMDX,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:47,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
HIMS,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:47,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
TEM,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:47,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
SPY,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:47,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
SMH,미국주식,,0.0,0.0,0.0,0.0,0.0,False,missing,no_data,api_response_empty,regular,regular,2026-05-20 22:54:47,미국주식 현재가 API 응답 없음 (호가/수급은 별도 미지원 가능); api_response_empty; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,True,False,EXCD=NAS | request_error:URLError; EXCD=NYS | request_error:URLError; EXCD=AMS | request_error:URLError,AMS,api_response_empty,False,False,,,,,,,
005930,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
042700,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
007660,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
403870,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
058470,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
067310,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
036930,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
000990,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
009150,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
267260,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
298040,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
006260,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
001440,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
103590,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
047810,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
064350,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
272210,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
009540,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
329180,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
010140,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
042660,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
454910,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
108490,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
090360,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
000270,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
012330,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
015760,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
035420,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
035720,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
402340,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
207940,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
068270,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
196170,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
000100,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
214450,한국주식,,0.0,0.0,0.0,0.0,0.0,False,api_unavailable_safe,market_closed,market_closed,closed,closed,2026-05-20 22:54:47,장 마감 또는 장전 시간; market_closed; 호가/체결강도 데이터 미지원 또는 미수신,False,False,False,missing,현재가 미수신,False,False,,,market_closed,False,False,,,,,,,
