시장,종목,위험 구분,초보자 해석,핵심 사유,권장 행동
한국주식,현대모비스 (012330),손익비 부족,손절폭 대비 기대수익이 부족합니다.,현재가가 우선진입가 대비 +6.2% (한도 5%) / 유사 조건 표본 부족: 기대값은 참고만 / 손익비 기준 미통과 / rr < 1.5,기준가 재조정 후 재확인
한국주식,현대제철 (4020),손익비 부족,손절폭 대비 기대수익이 부족합니다.,현대제철: 손익비·차트 위치는 참고 가능하나 거래량 확인 필요; 유사 조건 n=0로 기대값은 참고 수준,기준가 재조정 후 재확인
한국주식,현대차 (5380),손익비 부족,손절폭 대비 기대수익이 부족합니다.,유사 조건 표본 부족: 기대값은 참고만 / 손익비 기준 미통과 / rr < 1.5,기준가 재조정 후 재확인
한국주식,효성중공업 (298040),손익비 부족,손절폭 대비 기대수익이 부족합니다.,유사 조건 표본 부족: 기대값은 참고만 / 손익비 기준 미통과 / rr < 1.5,기준가 재조정 후 재확인
한국주식,휴젤 (145020),손익비 부족,손절폭 대비 기대수익이 부족합니다.,"DART 2023~2025년 재무 반영. 매출 CAGR +15.31%, 영업이익 개선.",기준가 재조정 후 재확인
한국주식,-,주의,매수 전 가격·수급·뉴스를 한 번 더 확인해야 합니다.,백테스트 참고,소액 또는 관망
한국주식,DB하이텍 (000990) (990),주의,매수 전 가격·수급·뉴스를 한 번 더 확인해야 합니다.,관망 우위,소액 또는 관망
한국주식,GS건설 (006360),주의,매수 전 가격·수급·뉴스를 한 번 더 확인해야 합니다.,후보 리포트,소액 또는 관망
한국주식,HD현대일렉트릭 (267260),주의,매수 전 가격·수급·뉴스를 한 번 더 확인해야 합니다.,비중 축소 우선,소액 또는 관망
한국주식,ISC (095340),주의,매수 전 가격·수급·뉴스를 한 번 더 확인해야 합니다.,백테스트 참고,소액 또는 관망
한국주식,JYP Ent. (035900),주의,매수 전 가격·수급·뉴스를 한 번 더 확인해야 합니다.,"DART 2023~2025년 재무 반영. 매출 CAGR +20.45%, 영업이익 확인 필요.",소액 또는 관망
한국주식,KB금융 (105560),주의,매수 전 가격·수급·뉴스를 한 번 더 확인해야 합니다.,예측 후보,소액 또는 관망
한국주식,대한항공 (3490),주의,매수 전 가격·수급·뉴스를 한 번 더 확인해야 합니다.,돌파 확인 후 접근,소액 또는 관망
한국주식,두산로보틱스 (454910),주의,매수 전 가격·수급·뉴스를 한 번 더 확인해야 합니다.,돌파 확인 후 접근,소액 또는 관망
한국주식,레인보우로보틱스 (277810),주의,매수 전 가격·수급·뉴스를 한 번 더 확인해야 합니다.,예측 후보,소액 또는 관망
한국주식,메리츠금융지주 (138040),주의,매수 전 가격·수급·뉴스를 한 번 더 확인해야 합니다.,예측 후보,소액 또는 관망
한국주식,삼성바이오로직스 (207940),주의,매수 전 가격·수급·뉴스를 한 번 더 확인해야 합니다.,예측 후보,소액 또는 관망
한국주식,삼성전자 (005930),주의,매수 전 가격·수급·뉴스를 한 번 더 확인해야 합니다.,백테스트 참고,소액 또는 관망
한국주식,삼성전자 (005930) (5930),주의,매수 전 가격·수급·뉴스를 한 번 더 확인해야 합니다.,비중 축소 우선,소액 또는 관망
한국주식,셀트리온 (68270),주의,매수 전 가격·수급·뉴스를 한 번 더 확인해야 합니다.,예측 후보,소액 또는 관망
한국주식,클래시스 (214150),주의,매수 전 가격·수급·뉴스를 한 번 더 확인해야 합니다.,예측 후보,소액 또는 관망
한국주식,하나금융지주 (086790),주의,매수 전 가격·수급·뉴스를 한 번 더 확인해야 합니다.,후보 리포트,소액 또는 관망
한국주식,현대모비스 (12330),주의,매수 전 가격·수급·뉴스를 한 번 더 확인해야 합니다.,관망 우위,소액 또는 관망
